Date,BHG,PRX,ANH,BTI,GLN,NPN,AGL,FSR,AMS,GFI,SBK,VOD,S32,ANG,MTN,CPI,IMP,KIO,SOL,MNP,ABG,BID,SHP,SLM,SSW,NED,DSY,BVT,RNI,APN,INP,REM,NRP,NPH,CLS,WHL,EXX,HAR,OUT
2024-04-08,55115.0,60000.0,112313.0,54816.0,10975.0,336134.0,50386.0,6250.0,79177.0,32359.0,18100.0,9647.0,3969.0,44417.0,9410.0,222029.0,9379.0,46921.0,16508.0,33184.0,14727.0,43500.0,24291.0,6600.0,2543.0,23050.0,11863.0,23844.0,45130.0,21980.0,12545.0,12224.0,12857.0,13375.0,29250.0,6025.0,17231.0,16881.0,4165.0
2024-04-09,55505.0,58617.0,111525.0,54403.0,11070.0,327443.0,51098.0,6248.0,79430.0,33004.0,18386.0,9653.0,4012.0,43715.0,9186.0,220000.0,9634.0,48000.0,17096.0,33314.0,15139.0,43825.0,24450.0,6708.0,2600.0,23668.0,11800.0,24226.0,45001.0,22000.0,12488.0,12410.0,12911.0,13878.0,29456.0,6105.0,17850.0,17000.0,4200.0
2024-04-10,56100.0,60485.0,111457.0,54475.0,11050.0,337106.0,50881.0,6304.0,80410.0,32750.0,17767.0,9570.0,4073.0,44100.0,9242.0,212490.0,9229.0,48887.0,16740.0,33456.0,15016.0,44165.0,24302.0,6687.0,2574.0,22448.0,11681.0,24171.0,45510.0,22203.0,12615.0,12256.0,12985.0,13600.0,29193.0,6046.0,18934.0,16929.0,4115.0
2024-04-11,55220.0,59922.0,112000.0,54367.0,10837.0,336200.0,50027.0,6291.0,81888.0,33300.0,17671.0,9532.0,4042.0,44000.0,9259.0,211875.0,9556.0,48000.0,16485.0,33400.0,14850.0,44000.0,24366.0,6630.0,2495.0,22669.0,11526.0,24077.0,45600.0,22030.0,12478.0,12376.0,13104.0,14206.0,29086.0,5940.0,18550.0,16879.0,4099.0
2024-04-12,56450.0,59238.0,111415.0,54375.0,11439.0,333040.0,52005.0,6060.0,86000.0,35750.0,17340.0,9184.0,4091.0,48261.0,9013.0,204107.0,10485.0,48906.0,17257.0,33100.0,14510.0,43306.0,23956.0,6367.0,2717.0,22238.0,11121.0,23955.0,44572.0,21994.0,11891.0,11977.0,12826.0,14988.0,28825.0,5746.0,18513.0,18642.0,4071.0
2024-04-15,56675.0,59113.0,111278.0,54105.0,11419.0,328449.0,51475.0,6057.0,83855.0,34247.0,17513.0,9178.0,4225.0,46017.0,8725.0,204345.0,9622.0,48498.0,16654.0,33413.0,14562.0,42342.0,23536.0,6317.0,2580.0,22042.0,10950.0,23700.0,43707.0,22384.0,11850.0,11905.0,12913.0,14533.0,28850.0,5722.0,18508.0,17568.0,4041.0
2024-04-16,53978.0,57581.0,108973.0,53625.0,11000.0,320689.0,49592.0,6019.0,78494.0,33474.0,17183.0,8797.0,3971.0,44429.0,8435.0,201000.0,9239.0,46100.0,15854.0,32703.0,14550.0,42397.0,23250.0,6265.0,2448.0,21603.0,11080.0,23511.0,43356.0,22342.0,11600.0,11867.0,12800.0,14000.0,28150.0,5715.0,18070.0,16999.0,4000.0
2024-04-17,56064.0,57800.0,108800.0,53893.0,11194.0,320146.0,51460.0,5913.0,79968.0,33729.0,16707.0,8741.0,4065.0,46128.0,8047.0,198150.0,9968.0,47269.0,15771.0,32143.0,13778.0,41544.0,22717.0,6401.0,2574.0,21316.0,10907.0,23268.0,43050.0,22404.0,11488.0,11708.0,12721.0,14339.0,27803.0,5675.0,18564.0,17521.0,3946.0
2024-04-18,55753.0,58380.0,110341.0,54560.0,11238.0,323746.0,51915.0,5968.0,78269.0,33912.0,16745.0,8843.0,4050.0,45000.0,8200.0,201710.0,9742.0,48229.0,15885.0,32552.0,13877.0,41600.0,23348.0,6400.0,2541.0,21563.0,10935.0,23200.0,43000.0,21920.0,11555.0,11801.0,12724.0,14143.0,28250.0,5641.0,18804.0,17564.0,3950.0
2024-04-19,55809.0,58272.0,112015.0,54822.0,11328.0,325739.0,51975.0,5993.0,78035.0,34135.0,16755.0,8812.0,4030.0,45130.0,8209.0,200000.0,9676.0,47856.0,15702.0,35554.0,14001.0,41550.0,23153.0,6461.0,2470.0,21506.0,10885.0,23173.0,43289.0,21701.0,11762.0,11904.0,12521.0,13945.0,28407.0,5570.0,18688.0,17615.0,3927.0
2024-04-22,55596.0,60950.0,113601.0,55600.0,11248.0,343179.0,50620.0,6094.0,73089.0,32360.0,16915.0,8865.0,4150.0,42488.0,8299.0,201666.0,9175.0,46000.0,15200.0,35870.0,14079.0,42160.0,23300.0,6489.0,2371.0,21721.0,11144.0,23400.0,43321.0,21672.0,11760.0,11752.0,12465.0,13427.0,28758.0,5650.0,18412.0,16770.0,3870.0
2024-04-23,55495.0,63500.0,114033.0,56200.0,11068.0,359854.0,49700.0,6176.0,68800.0,31977.0,17184.0,8922.0,4066.0,42455.0,8299.0,217378.0,8929.0,44614.0,13551.0,35745.0,14112.0,42198.0,23206.0,6487.0,2264.0,21850.0,11286.0,23380.0,43821.0,21374.0,12081.0,12100.0,12514.0,13301.0,28657.0,5604.0,17792.0,16620.0,3901.0
2024-04-24,56551.0,64212.0,114979.0,56053.0,11341.0,367560.0,51379.0,6196.0,68275.0,32548.0,17225.0,8905.0,4096.0,42215.0,8327.0,215746.0,8873.0,46100.0,13400.0,35868.0,13820.0,42600.0,24250.0,6537.0,2277.0,21733.0,10932.0,23460.0,43789.0,21631.0,12104.0,11766.0,12550.0,13130.0,28675.0,5699.0,17987.0,16869.0,3901.0
2024-04-25,55000.0,62845.0,114169.0,55541.0,11111.0,357513.0,61100.0,6130.0,61800.0,32737.0,17250.0,8811.0,4049.0,42938.0,8392.0,216217.0,8622.0,45500.0,12809.0,35640.0,13833.0,42200.0,24100.0,6519.0,2240.0,21667.0,10999.0,23082.0,43370.0,21643.0,11913.0,11681.0,12600.0,12412.0,28590.0,5720.0,17389.0,17070.0,3917.0
2024-04-26,52651.0,63675.0,113150.0,54563.0,11054.0,362461.0,62090.0,6354.0,63401.0,32810.0,17283.0,8949.0,4153.0,44560.0,8635.0,223967.0,8603.0,47554.0,13023.0,35373.0,14134.0,42562.0,24847.0,6720.0,2219.0,22264.0,11246.0,23985.0,43543.0,22071.0,11982.0,11890.0,12700.0,12450.0,28560.0,5830.0,17764.0,16823.0,3988.0
2024-04-29,52763.0,63300.0,112794.0,54874.0,11108.0,361721.0,64066.0,6502.0,66916.0,33593.0,17500.0,9135.0,4315.0,46500.0,9090.0,229851.0,8970.0,48122.0,13331.0,35836.0,14400.0,42594.0,24993.0,6686.0,2320.0,22682.0,11720.0,24406.0,43783.0,22311.0,12040.0,12186.0,12700.0,12831.0,29503.0,5915.0,18066.0,17211.0,4032.0
