Date,PRX,ANH,NPN,BTI,GLN,CFR,BHG,AGL,AMS,FSR,VOD,SBK,KIO,IMP,SSW,CPI,MTN,MNP,S32,SOL,GFI,SLM,ANG,ABG,NPH,BID,SHP,DSY,NED,APN,PPH,OMU,BVT,CLS,REM,MCG,MRP,ARI,WHL,EXX
2022-04-01,83154.0,89108.0,172130.0,61856.0,9782.0,18681.0,,78181.0,203018.0,7706.0,16214.0,18319.0,68809.0,22390.0,5991.0,233403.0,19331.0,29228.0,5810.0,35981.0,22984.0,7213.0,35002.0,19100.0,21131.0,31676.0,23524.0,18149.0,23700.0,20061.0,2250.0,1400.0,22291.0,30724.0,15127.0,13249.0,21599.0,29145.0,5847.0,23023.0
2022-04-04,85619.0,90139.0,179105.0,61774.0,9700.0,18939.0,,78268.0,197589.0,7670.0,16052.0,18201.0,67389.0,22161.0,5979.0,237348.0,18818.0,28980.0,5759.0,35631.0,22200.0,7105.0,35078.0,18854.0,20710.0,32101.0,23555.0,18026.0,23261.0,19506.0,2239.0,1385.0,22014.0,30850.0,15139.0,13287.0,21505.0,28602.0,6090.0,22758.0
2022-04-05,84010.0,88861.0,177350.0,61656.0,9832.0,19258.0,,77942.0,195943.0,7446.0,15807.0,17884.0,67792.0,22167.0,5824.0,235498.0,17358.0,29073.0,5800.0,36000.0,21841.0,7095.0,35018.0,18192.0,21001.0,31654.0,23443.0,17773.0,22873.0,19861.0,2199.0,1376.0,21326.0,30836.0,14952.0,13203.0,20769.0,27524.0,5905.0,23113.0
2022-04-06,78891.0,87726.0,166105.0,63000.0,9895.0,18156.0,,77250.0,188364.0,7532.0,15540.0,17635.0,68316.0,21260.0,5743.0,236005.0,18136.0,27652.0,5578.0,36000.0,21755.0,6829.0,34091.0,18607.0,20166.0,31977.0,24119.0,17953.0,23041.0,19694.0,2232.0,1410.0,21754.0,31124.0,15017.0,13278.0,20998.0,27413.0,6041.0,22769.0
2022-04-07,77601.0,86127.0,163255.0,62569.0,9925.0,18175.0,,76629.0,189000.0,7305.0,15434.0,17427.0,66572.0,21056.0,5816.0,235735.0,18229.0,27803.0,5555.0,35979.0,21754.0,6788.0,34330.0,18494.0,19885.0,31998.0,24172.0,17972.0,22634.0,19950.0,2233.0,1380.0,21500.0,31292.0,14978.0,13376.0,21298.0,26991.0,6055.0,22569.0
2022-04-08,75901.0,86300.0,160000.0,62552.0,10021.0,18390.0,,79231.0,197104.0,7263.0,15373.0,17350.0,66347.0,23100.0,6300.0,233656.0,17867.0,27014.0,5694.0,37138.0,22270.0,6859.0,34623.0,18238.0,20599.0,32133.0,24501.0,17974.0,22311.0,20091.0,2330.0,1365.0,22007.0,31288.0,14875.0,13298.0,21780.0,27838.0,6169.0,23171.0
2022-04-11,77300.0,85984.0,164100.0,62529.0,9962.0,18028.0,,77700.0,205518.0,7280.0,15357.0,17352.0,65303.0,22796.0,6339.0,230500.0,18185.0,27758.0,5535.0,36272.0,22200.0,7000.0,34300.0,18256.0,20507.0,31955.0,24205.0,17819.0,22300.0,19249.0,2393.0,1353.0,21681.0,31231.0,14772.0,13275.0,21388.0,27320.0,6147.0,23502.0
2022-04-12,74938.0,84800.0,157446.0,61745.0,9930.0,18146.0,,77140.0,203047.0,7154.0,15256.0,17195.0,65118.0,22360.0,6188.0,226998.0,18088.0,26810.0,5560.0,36558.0,22400.0,7050.0,34455.0,17902.0,19989.0,32062.0,23877.0,18000.0,22106.0,18759.0,2339.0,1339.0,21815.0,31546.0,14719.0,13190.0,21123.0,27258.0,5990.0,23563.0
2022-04-13,75503.0,85180.0,156218.0,62083.0,10030.0,17853.0,,78142.0,199247.0,7049.0,14887.0,16652.0,63516.0,21959.0,6149.0,216701.0,17594.0,27136.0,5591.0,37000.0,22344.0,6944.0,34947.0,17651.0,19735.0,31800.0,23461.0,17342.0,21915.0,18080.0,2256.0,1261.0,21488.0,30348.0,14500.0,12936.0,22575.0,27283.0,5925.0,23373.0
2022-04-14,74380.0,86413.0,152318.0,62623.0,10119.0,18612.0,,79660.0,198000.0,6988.0,14793.0,16659.0,65007.0,21663.0,6069.0,215000.0,17510.0,27627.0,5783.0,36870.0,22285.0,6861.0,34351.0,17758.0,19455.0,31497.0,23312.0,16974.0,22018.0,18007.0,2223.0,1223.0,21319.0,29919.0,14466.0,12823.0,21940.0,26768.0,5873.0,23419.0
2022-04-19,73311.0,88100.0,152883.0,63820.0,10317.0,18803.0,,80444.0,200000.0,6999.0,14798.0,16850.0,65233.0,21787.0,5972.0,210163.0,17385.0,28031.0,5907.0,37056.0,22297.0,6925.0,34510.0,18310.0,19090.0,31500.0,23406.0,17117.0,22531.0,17693.0,2237.0,1233.0,21666.0,30132.0,14650.0,12856.0,22239.0,26893.0,5966.0,23276.0
2022-04-20,73409.0,92996.0,149492.0,65100.0,9960.0,19270.0,,79200.0,200918.0,6798.0,14871.0,16559.0,66196.0,21986.0,5994.0,206923.0,17239.0,29100.0,5885.0,37115.0,22077.0,6845.0,33852.0,17700.0,19300.0,32900.0,23730.0,16425.0,22184.0,17996.0,2234.0,1209.0,22213.0,31070.0,14436.0,12850.0,22016.0,26485.0,5998.0,23015.0
2022-04-21,71970.0,96271.0,147423.0,66987.0,9851.0,19570.0,,74007.0,188108.0,6953.0,14804.0,17036.0,57856.0,22235.0,5830.0,214456.0,17239.0,30460.0,5832.0,38526.0,22046.0,6929.0,33578.0,16845.0,19241.0,32938.0,23510.0,16600.0,22128.0,17774.0,2158.0,1229.0,22216.0,31306.0,14568.0,12908.0,21703.0,24823.0,5853.0,22780.0
2022-04-22,73845.0,93847.0,150728.0,67165.0,9581.0,19185.0,,70347.0,176442.0,6957.0,15031.0,17094.0,50670.0,20359.0,5667.0,214364.0,17300.0,30238.0,5476.0,38156.0,21419.0,6926.0,32873.0,16605.0,18408.0,33000.0,23897.0,16460.0,22274.0,17554.0,2181.0,1239.0,22058.0,31699.0,14565.0,12866.0,22070.0,24252.0,5954.0,21968.0
2022-04-25,71745.0,92285.0,150288.0,65601.0,9033.0,18266.0,,65100.0,165788.0,6785.0,14759.0,16860.0,49030.0,19158.0,5300.0,220874.0,16533.0,29700.0,5185.0,35823.0,20605.0,6760.0,31815.0,16560.0,17600.0,31924.0,23280.0,15812.0,21713.0,17109.0,2142.0,1211.0,21595.0,31264.0,13991.0,12703.0,21722.0,24161.0,5921.0,20950.0
2022-04-26,71649.0,92784.0,150000.0,66077.0,9229.0,18108.0,,65841.0,163542.0,6830.0,15169.0,16802.0,47640.0,19530.0,5409.0,223915.0,17197.0,29400.0,5058.0,36675.0,21000.0,6832.0,32153.0,16972.0,17151.0,32324.0,23106.0,15770.0,21722.0,16991.0,2210.0,1219.0,21682.0,32107.0,14200.0,12881.0,22182.0,23776.0,6000.0,21060.0
2022-04-28,71660.0,91592.0,148942.0,66413.0,9700.0,18528.0,,68705.0,168740.0,6922.0,15415.0,16968.0,48942.0,20077.0,5508.0,227602.0,17510.0,29113.0,5325.0,38401.0,21344.0,6854.0,32633.0,17155.0,17485.0,32841.0,23269.0,15570.0,22156.0,17054.0,2205.0,1238.0,22050.0,32000.0,14503.0,12999.0,21943.0,25105.0,5957.0,21909.0
2022-04-29,77718.0,92421.0,160775.0,66395.0,9868.0,18922.0,,71324.0,175468.0,6849.0,15198.0,16800.0,53400.0,20621.0,5579.0,222316.0,16869.0,30050.0,5400.0,39278.0,21765.0,6583.0,32913.0,17184.0,18896.0,33050.0,22902.0,15226.0,22169.0,17013.0,2142.0,1269.0,21805.0,31082.0,14241.0,12930.0,21508.0,26189.0,5942.0,22650.0
